research_join_key,signal_time,signal_time_msc,side,s2_gate,gate_reason,history_count,mean20_shadow_bps,median20_shadow_bps,mean5_shadow_bps,status,entry_bid,entry_ask,target_ask,shadow_10m_bps,m5_atr,stop_distance,exit_mode,exit_time_msc,exit_ask,observed_r,nominal_net_r_1bps,stress_net_r_2bps
1772815800087_SELL,2026.03.06 16:50:00,1772815800087,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,97,0.512599,4.106696,2.175677,OK,5090.74,5090.79,5130.35,-77.807941,14.90,18.63,HARD_SL,1772816140415,5109.45,-1.004371,-1.031699,-1.059026
1773046800000_SELL,2026.03.09 09:00:00,1773046800000,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,98,-3.076866,4.106696,-10.549345,OK,5097.71,5097.89,5098.06,-0.686583,9.00,11.25,TIME_EXIT,1773047400099,5098.06,-0.031121,-0.076448,-0.121776
1773059100076_SELL,2026.03.09 12:25:00,1773059100076,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,99,-3.308500,3.138562,-11.944982,OK,5102.41,5102.54,5093.46,17.540731,7.71,9.64,TIME_EXIT,1773059700184,5093.46,0.928836,0.875883,0.822930
1773069300009_SELL,2026.03.09 15:15:00,1773069300009,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,100,-2.170249,4.652725,-6.080285,OK,5092.61,5092.78,5087.33,10.367965,6.34,7.92,TIME_EXIT,1773069900105,5087.33,0.666471,0.602190,0.537908
1773071100047_SELL,2026.03.09 15:45:00,1773071100047,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,101,-2.010804,4.652725,-5.014322,OK,5076.09,5076.22,5074.49,3.152032,9.68,12.10,TIME_EXIT,1773071700054,5074.49,0.132241,0.090287,0.048333
1773076800031_SELL,2026.03.09 17:20:00,1773076800031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,102,-2.066567,4.095091,-9.486759,OK,5084.10,5084.27,5099.78,-30.841250,12.37,15.46,HARD_SL,1773077130698,5099.61,-1.002956,-1.035833,-1.068709
1773084600088_SELL,2026.03.09 19:30:00,1773084600088,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,103,-4.059677,2.580929,-0.093421,OK,5095.05,5095.22,5093.53,2.983288,4.91,6.14,TIME_EXIT,1773085200105,5093.53,0.247694,0.164667,0.081640
1773232500125_SELL,2026.03.11 12:35:00,1773232500125,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,104,-3.595338,3.067660,0.640553,OK,5184.35,5184.61,5179.47,9.412945,4.60,5.75,TIME_EXIT,1773233100170,5179.47,0.848564,0.758415,0.668267
1773240000000_SELL,2026.03.11 14:40:00,1773240000000,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,105,-3.225182,4.095091,-0.985004,OK,5177.44,5177.61,5177.04,0.772583,6.91,8.64,TIME_EXIT,1773240600004,5177.04,0.046281,-0.013623,-0.073528
1773249300020_SELL,2026.03.11 17:15:00,1773249300020,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,106,-3.926676,3.067660,-2.904081,OK,5170.81,5170.95,5178.51,-14.891284,8.87,11.09,TIME_EXIT,1773249900059,5178.51,-0.694532,-0.741172,-0.787812
1773257400001_SELL,2026.03.11 19:30:00,1773257400001,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,107,-5.827039,1.877935,-6.512744,OK,5172.09,5172.22,5159.11,25.096238,5.19,6.49,TIME_EXIT,1773258000020,5159.11,2.000771,1.921047,1.841323
1773273635063_SELL,2026.03.12 00:00:35,1773273635063,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,108,-2.421898,3.067660,4.674754,OK,5178.97,5179.17,5173.86,9.866827,2.83,3.54,HARD_SL,1773273653667,5183.56,-1.296872,-1.443200,-1.589528
1773274200651_SELL,2026.03.12 00:10:00,1773274200651,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,108,-2.421898,3.067660,4.674754,OK,5173.30,5173.46,5174.78,-2.860843,3.39,4.24,TIME_EXIT,1773274800704,5174.78,-0.349042,-0.471049,-0.593055
1773291000076_SELL,2026.03.12 04:50:00,1773291000076,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,110,-3.584427,1.877935,3.596704,OK,5150.63,5150.84,5150.84,-0.407717,5.87,7.34,TIME_EXIT,1773291600088,5150.84,-0.028620,-0.098816,-0.169012
1773378300068_SELL,2026.03.13 05:05:00,1773378300068,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,111,-2.786766,1.877935,3.360644,OK,5112.38,5112.53,5111.06,2.581968,5.11,6.39,TIME_EXIT,1773378900165,5111.06,0.206596,0.126581,0.046566
1773382800013_SELL,2026.03.13 06:20:00,1773382800013,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,112,-1.742133,2.782628,6.855294,OK,5111.38,5111.59,5105.72,11.073330,3.91,4.88,TIME_EXIT,1773383400076,5105.72,1.158903,1.054246,0.949589
1773431700027_SELL,2026.03.13 19:55:00,1773431700027,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,113,-0.479325,3.067660,4.050713,OK,5045.80,5045.91,5049.25,-6.837370,6.94,8.67,TIME_EXIT,1773432300059,5049.25,-0.397940,-0.456141,-0.514342
1773630900002_SELL,2026.03.16 03:15:00,1773630900002,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,114,-1.135774,2.782628,0.709874,OK,4986.51,4986.70,4995.39,-17.808046,10.63,13.29,HARD_SL,1773631109097,4999.89,-1.006826,-1.044349,-1.081872
1773636300021_SELL,2026.03.16 04:45:00,1773636300021,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,115,-1.437038,2.782628,-2.279567,OK,5006.02,5006.12,5002.73,6.572087,6.85,8.56,TIME_EXIT,1773636900056,5002.73,0.384153,0.325701,0.267249
1773645000144_SELL,2026.03.16 07:10:00,1773645000144,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,116,-1.360341,2.782628,-0.883606,OK,5012.70,5012.83,5010.26,4.867636,3.90,4.87,TIME_EXIT,1773645600192,5010.26,0.501063,0.398126,0.295188
1773651600077_SELL,2026.03.16 09:00:00,1773651600077,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,117,-2.392670,2.782628,-0.426472,OK,5012.16,5012.34,5015.55,-6.763551,6.45,8.06,TIME_EXIT,1773652200081,5015.55,-0.420605,-0.482792,-0.544979
1773690000072_SELL,2026.03.16 19:40:00,1773690000072,SELL,REJECT,MEAN5_NOT_POSITIVE,118,1.159549,2.782628,-3.993849,OK,4986.44,4986.64,4986.42,0.040109,5.92,7.39,TIME_EXIT,1773690600110,4986.42,0.002705,-0.064736,-0.132178
1773756000030_SELL,2026.03.17 14:00:00,1773756000030,SELL,REJECT,MEAN5_NOT_POSITIVE,119,1.195884,2.782628,-2.618353,OK,5003.25,5003.42,5007.45,-8.394544,4.20,5.25,TIME_EXIT,1773756600121,5007.45,-0.800681,-0.896062,-0.991443
1773764700021_SELL,2026.03.17 16:25:00,1773764700021,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,120,-0.100880,1.677275,-0.735652,OK,5009.56,5009.73,5009.09,0.938206,8.09,10.11,TIME_EXIT,1773765300116,5009.09,0.046502,-0.003063,-0.052627
1773777000002_SELL,2026.03.17 19:50:00,1773777000002,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,121,-0.572368,0.855394,-1.862429,OK,4999.77,4999.94,5002.65,-5.760265,4.12,5.14,TIME_EXIT,1773777600042,5002.65,-0.559903,-0.657104,-0.754305
1773782400069_SELL,2026.03.17 21:20:00,1773782400069,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,122,-1.017983,0.406346,-3.988009,OK,5000.65,5000.82,5000.05,1.199844,3.25,4.06,TIME_EXIT,1773783000145,5000.05,0.147855,0.024626,-0.098602
1773792600866_SELL,2026.03.18 00:10:00,1773792600866,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,123,0.584072,0.855394,-2.395330,OK,5001.09,5001.25,5000.92,0.339926,2.86,3.57,HARD_SL,1773792940477,5004.82,-1.044139,-1.184134,-1.324130
1773805800012_SELL,2026.03.18 03:50:00,1773805800012,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,124,0.451904,0.556254,-2.335366,OK,4998.93,4999.14,4999.13,-0.400086,4.63,5.79,TIME_EXIT,1773806400091,4999.13,-0.034536,-0.120857,-0.207179
1773866100059_SELL,2026.03.18 20:35:00,1773866100059,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,125,-0.038748,0.190017,-0.736475,OK,4877.00,4877.17,4878.40,-2.870617,8.38,10.48,TIME_EXIT,1773866700107,4878.40,-0.133617,-0.180164,-0.226711
1773900000002_SELL,2026.03.19 06:00:00,1773900000002,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,126,-0.220908,-0.179988,-1.498240,OK,4850.86,4851.07,4849.86,2.061490,5.00,6.26,TIME_EXIT,1773900600005,4849.86,0.159863,0.082316,0.004768
1773941700023_SELL,2026.03.19 17:35:00,1773941700023,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,127,0.626731,0.190017,0.066111,OK,4579.56,4579.73,4571.73,17.097712,20.74,25.92,TIME_EXIT,1773942300118,4571.73,0.302077,0.284409,0.266742
1773945300027_SELL,2026.03.19 18:35:00,1773945300027,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,128,0.226805,0.190017,3.245685,OK,4593.69,4593.86,4593.32,0.805453,16.95,21.19,TIME_EXIT,1773945900117,4593.32,0.017459,-0.004217,-0.025893
1773968400028_SELL,2026.03.20 01:00:00,1773968400028,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,129,-0.226264,0.190017,3.338790,OK,4636.47,4636.62,4644.21,-16.693735,10.12,12.65,TIME_EXIT,1773969000210,4644.21,-0.611901,-0.648555,-0.685210
1774019700066_SELL,2026.03.20 15:15:00,1774019700066,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,130,-0.917908,0.190017,0.080061,OK,4662.09,4662.27,4662.73,-1.372775,10.57,13.22,TIME_EXIT,1774020300076,4662.73,-0.048419,-0.083690,-0.118962
1774034700037_SELL,2026.03.20 19:25:00,1774034700037,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,131,-0.966161,0.190017,0.379629,OK,4570.03,4570.21,4562.00,17.571001,13.72,17.15,TIME_EXIT,1774035300070,4562.00,0.468295,0.441643,0.414992
1774227600025_SELL,2026.03.23 01:00:00,1774227600025,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,132,-0.216710,0.190017,3.481531,OK,4498.05,4498.30,4495.45,5.780283,17.87,22.33,TIME_EXIT,1774228200035,4495.45,0.116419,0.096279,0.076138
1774237800019_SELL,2026.03.23 03:50:00,1774237800019,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,133,-0.481362,0.190017,1.218045,OK,4412.87,4413.09,4387.86,56.675134,29.01,36.26,TIME_EXIT,1774238400029,4387.86,0.689795,0.677624,0.665453
1774248900012_SELL,2026.03.23 06:55:00,1774248900012,SELL,ELIGIBLE,EDGE_STATE_PASS,134,2.694263,0.572689,12.391982,OK,4354.22,4354.42,4372.90,-42.900910,10.31,12.89,HARD_SL,1774249043136,4367.14,-1.002175,-1.035949,-1.069724
1774250700030_SELL,2026.03.23 07:25:00,1774250700030,SELL,ELIGIBLE,EDGE_STATE_PASS,135,1.439620,0.572689,7.150547,OK,4354.42,4354.60,4333.28,48.548372,10.47,13.08,TIME_EXIT,1774251300086,4333.28,1.616054,1.582766,1.549479
1774330800114_SELL,2026.03.24 05:40:00,1774330800114,SELL,ELIGIBLE,EDGE_STATE_PASS,136,3.538434,0.572689,17.134776,OK,4342.09,4342.30,4340.37,3.961226,14.03,17.54,TIME_EXIT,1774331400634,4340.37,0.098071,0.073313,0.048555
1774487100044_SELL,2026.03.26 01:05:00,1774487100044,SELL,ELIGIBLE,EDGE_STATE_PASS,137,3.493114,0.572689,14.412821,OK,4504.51,4504.76,4509.13,-10.256387,11.79,14.74,TIME_EXIT,1774487700143,4509.13,-0.313429,-0.343988,-0.374548
1774499700030_SELL,2026.03.26 04:35:00,1774499700030,SELL,ELIGIBLE,EDGE_STATE_PASS,138,3.318472,0.572689,11.205487,OK,4523.54,4523.75,4519.87,8.113115,7.73,9.66,TIME_EXIT,1774500300031,4519.87,0.379854,0.333034,0.286214
1774509300030_SELL,2026.03.26 07:15:00,1774509300030,SELL,ELIGIBLE,EDGE_STATE_PASS,139,3.722122,0.871829,1.493083,OK,4508.79,4508.96,4505.30,7.740436,3.98,4.98,TIME_EXIT,1774509900053,4505.30,0.701004,0.610440,0.519876
1774533300023_SELL,2026.03.26 13:55:00,1774533300023,SELL,ELIGIBLE,EDGE_STATE_PASS,140,4.528871,1.069025,11.621352,OK,4427.45,4427.62,4425.62,4.133305,9.45,11.82,TIME_EXIT,1774533900055,4425.62,0.154862,0.117395,0.079928
1774536900013_SELL,2026.03.26 14:55:00,1774536900013,SELL,ELIGIBLE,EDGE_STATE_PASS,141,4.688626,1.630667,2.738339,OK,4432.56,4432.69,4437.89,-12.024654,10.89,13.61,TIME_EXIT,1774537500050,4437.89,-0.391629,-0.424198,-0.456767
1774546500025_SELL,2026.03.26 17:35:00,1774546500025,SELL,REJECT,MEAN5_NOT_POSITIVE,142,4.375407,1.630667,-0.458837,OK,4442.52,4442.69,4440.30,4.997164,13.90,17.37,TIME_EXIT,1774547100026,4440.30,0.127776,0.102207,0.076637
1774578300027_SELL,2026.03.27 02:25:00,1774578300027,SELL,ELIGIBLE,EDGE_STATE_PASS,143,4.565273,3.011358,2.591873,OK,4389.76,4389.97,4395.60,-13.303689,7.62,9.53,TIME_EXIT,1774578900054,4395.60,-0.612894,-0.658963,-0.705032
1774625700020_SELL,2026.03.27 15:35:00,1774625700020,SELL,REJECT,MEAN5_NOT_POSITIVE,144,3.883092,3.011358,-1.691488,OK,4418.43,4418.60,4429.00,-23.922525,9.14,11.43,HARD_SL,1774626067474,4429.89,-1.002985,-1.041655,-1.080326
1774922700021_SELL,2026.03.31 02:05:00,1774922700021,SELL,REJECT,MEAN5_NOT_POSITIVE,145,2.706970,3.011358,-8.024080,OK,4502.35,4502.39,4499.04,7.351716,7.07,8.84,TIME_EXIT,1774923300155,4499.04,0.374465,0.323529,0.272593
1774927500006_SELL,2026.03.31 03:25:00,1774927500006,SELL,REJECT,MEAN5_NOT_POSITIVE,146,3.218087,4.047265,-7.380397,OK,4493.69,4493.90,4511.71,-40.100675,9.62,12.02,HARD_SL,1774927601611,4505.96,-1.020450,-1.057822,-1.095195
1775131500013_SELL,2026.04.02 12:05:00,1775131500013,SELL,REJECT,MEAN5_NOT_POSITIVE,147,1.109978,4.047265,-12.995602,OK,4618.59,4618.76,4623.96,-11.626925,9.01,11.26,TIME_EXIT,1775132100041,4623.96,-0.476917,-0.517935,-0.558954
1775140200057_SELL,2026.04.02 14:30:00,1775140200057,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,148,-0.326254,2.383339,-16.320419,OK,4614.83,4615.00,4608.88,12.893216,8.33,10.42,TIME_EXIT,1775140800108,4608.88,0.571282,0.526973,0.482664
1775145600001_SELL,2026.04.02 16:00:00,1775145600001,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,149,0.278135,4.047265,-11.081038,OK,4601.94,4602.11,4600.48,3.172575,10.09,12.61,TIME_EXIT,1775146200010,4600.48,0.115791,0.079293,0.042796
1775157600018_SELL,2026.04.02 19:20:00,1775157600018,SELL,REJECT,MEAN5_NOT_POSITIVE,150,1.271450,4.047265,-5.662018,OK,4646.47,4646.64,4650.90,-9.534119,10.78,13.48,TIME_EXIT,1775158200022,4650.90,-0.328713,-0.363191,-0.397669
1775161800026_SELL,2026.04.02 20:30:00,1775161800026,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,151,0.863383,4.047265,-9.039186,OK,4651.91,4652.08,4653.65,-3.740399,8.84,11.05,TIME_EXIT,1775162400133,4653.65,-0.157466,-0.199565,-0.241664
1775456400003_SELL,2026.04.06 06:20:00,1775456400003,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,152,-0.202187,3.566901,-1.767131,OK,4626.84,4627.05,4630.55,-8.018432,10.29,12.86,TIME_EXIT,1775457000074,4630.55,-0.288415,-0.324384,-0.360353
1775528700018_SELL,2026.04.07 02:25:00,1775528700018,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,153,-0.892123,-0.283912,-1.045432,OK,4653.70,4653.95,4653.96,-0.558695,3.36,4.20,TIME_EXIT,1775529300110,4653.96,-0.061931,-0.172781,-0.283630
1775534400022_SELL,2026.04.07 04:00:00,1775534400022,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,154,-3.753814,-2.149547,-3.735814,OK,4654.83,4655.04,4644.65,21.869757,4.14,5.17,HARD_SL,1775534606735,4660.23,-1.044560,-1.134601,-1.224643
1775535000013_SELL,2026.04.07 04:10:00,1775535000013,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,154,-3.753814,-2.149547,-3.735814,OK,4644.46,4644.67,4651.30,-14.727223,7.88,9.85,TIME_EXIT,1775535600058,4651.30,-0.694416,-0.741568,-0.788720
1775550600040_SELL,2026.04.07 08:30:00,1775550600040,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,156,-3.679061,-2.149547,-1.034999,OK,4632.62,4632.79,4639.57,-15.002310,5.24,6.55,HARD_SL,1775550752137,4639.21,-1.005970,-1.076687,-1.147405
1775558100018_SELL,2026.04.07 10:35:00,1775558100018,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,157,-4.627237,-5.879415,-3.287381,OK,4642.79,4642.96,4643.93,-2.455420,6.43,8.04,TIME_EXIT,1775558700084,4643.93,-0.141835,-0.199599,-0.257363
1775679900028_SELL,2026.04.08 20:25:00,1775679900028,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,158,-4.237189,-3.097910,-2.174778,OK,4748.77,4748.94,4745.14,7.644085,6.08,7.60,TIME_EXIT,1775680500111,4745.14,0.477519,0.415050,0.352581
1775697300009_SELL,2026.04.09 01:15:00,1775697300009,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,159,-4.260641,-3.097910,-0.534222,OK,4712.32,4712.57,4712.89,-1.209595,8.03,10.04,TIME_EXIT,1775697900048,4712.89,-0.056767,-0.103697,-0.150628
1775706900022_SELL,2026.04.09 03:55:00,1775706900022,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,160,-4.708142,-3.097910,-5.150093,OK,4709.61,4709.82,4712.98,-7.155582,6.50,8.12,TIME_EXIT,1775707500064,4712.98,-0.414815,-0.472786,-0.530756
1775715300152_SELL,2026.04.09 06:15:00,1775715300152,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,161,-5.272586,-5.447990,-3.635764,OK,4712.56,4712.79,4708.83,7.915019,4.84,6.04,TIME_EXIT,1775715900216,4708.83,0.617166,0.539192,0.461218
1775724900020_SELL,2026.04.09 08:55:00,1775724900020,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,162,-4.275603,-3.097910,0.947701,OK,4708.64,4708.81,4722.19,-28.776887,5.85,7.31,HARD_SL,1775725215548,4715.97,-1.003251,-1.067697,-1.132144
1775730300004_SELL,2026.04.09 10:25:00,1775730300004,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,163,-5.964305,-5.447990,-4.316592,OK,4713.60,4713.77,4719.21,-11.901731,7.46,9.32,TIME_EXIT,1775730900018,4719.21,-0.601724,-0.652281,-0.702839
1775808900155_SELL,2026.04.10 08:15:00,1775808900155,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,164,-5.894208,-5.447990,-8.225755,OK,4759.89,4760.06,4761.11,-2.563084,3.20,4.00,HARD_SL,1775809250047,4763.90,-1.001606,-1.120497,-1.239388
1775826900166_SELL,2026.04.10 13:15:00,1775826900166,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,165,-4.826236,-3.151742,-8.496453,OK,4747.14,4747.31,4758.77,-24.498961,5.20,6.50,HARD_SL,1775827325225,4753.64,-1.000275,-1.073328,-1.146381
1776064800072_SELL,2026.04.13 07:20:00,1776064800072,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,166,-6.418769,-5.447990,-11.965129,OK,4712.30,4712.51,4712.99,-1.464253,4.38,5.48,TIME_EXIT,1776065400348,4712.99,-0.125945,-0.211959,-0.297972
1776091200016_SELL,2026.04.13 14:40:00,1776091200016,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,167,-4.486948,-3.151742,-13.840983,OK,4712.28,4712.45,4708.88,7.215191,4.32,5.40,TIME_EXIT,1776091800151,4708.88,0.629317,0.542096,0.454875
1776255000026_SELL,2026.04.15 12:10:00,1776255000026,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,168,-3.544843,-2.509252,-6.642568,OK,4806.14,4806.31,4806.45,-0.645008,5.50,6.88,TIME_EXIT,1776255600091,4806.45,-0.045056,-0.114909,-0.184762
1776301203684_SELL,2026.04.16 01:00:03,1776301203684,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,169,-4.221754,-2.509252,-4.391223,OK,4790.26,4791.34,4795.19,-10.291717,3.65,4.56,HARD_SL,1776301208285,4796.45,-1.358573,-1.463709,-1.568845
1776358500013_SELL,2026.04.16 16:55:00,1776358500013,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,170,-4.894968,-3.151742,-5.936950,OK,4794.50,4794.67,4792.37,4.442590,7.36,9.20,TIME_EXIT,1776359100077,4792.37,0.231477,0.179373,0.127269
1776367800031_SELL,2026.04.16 19:30:00,1776367800031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,171,-4.196133,-2.509252,-0.148639,OK,4799.32,4799.49,4796.36,6.167540,5.36,6.70,TIME_EXIT,1776368400033,4796.36,0.442027,0.370357,0.298687
1776394800031_SELL,2026.04.17 03:00:00,1776394800031,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,172,-3.700736,-1.959837,1.377719,OK,4791.76,4791.91,4790.67,2.274738,2.45,3.07,TIME_EXIT,1776395400061,4790.67,0.355400,0.199162,0.042925
1776399000008_SELL,2026.04.17 04:10:00,1776399000008,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,173,-3.186077,-1.336924,0.389629,OK,4783.25,4783.46,4782.73,1.087127,4.42,5.53,TIME_EXIT,1776399600078,4782.73,0.094072,0.007539,-0.078993
1776416400062_SELL,2026.04.17 09:00:00,1776416400062,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,174,-3.103786,-1.336924,0.736056,OK,4794.24,4794.41,4790.46,7.884461,4.25,5.32,TIME_EXIT,1776417000285,4790.46,0.710813,0.620659,0.530505
1776431400081_SELL,2026.04.17 13:10:00,1776431400081,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,175,-3.803051,-1.336924,4.371291,OK,4789.06,4789.23,4791.60,-5.303755,3.51,4.39,HARD_SL,1776431804298,4793.45,-1.000773,-1.109948,-1.219123
1776665700047_SELL,2026.04.20 06:15:00,1776665700047,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,176,-3.331878,-1.336924,2.422022,OK,4791.58,4791.79,4795.20,-7.554919,4.05,5.06,TIME_EXIT,1776666301392,4795.20,-0.714810,-0.809425,-0.904040
1776683100027_SELL,2026.04.20 11:05:00,1776683100027,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,177,-2.959508,-1.336924,-0.322469,OK,4788.69,4788.86,4789.31,-1.294717,5.85,7.31,TIME_EXIT,1776683700211,4789.31,-0.084838,-0.150364,-0.215891
1776688500042_SELL,2026.04.20 12:35:00,1776688500042,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,178,-2.901473,-1.252156,-1.036361,OK,4786.16,4786.31,4792.11,-12.431678,3.82,4.78,HARD_SL,1776689067255,4791.00,-1.012666,-1.112806,-1.212946
1776694200012_SELL,2026.04.20 14:10:00,1776694200012,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,179,-3.905261,-1.379485,-3.740122,OK,4792.66,4792.82,4788.10,9.514549,3.55,4.44,TIME_EXIT,1776694800157,4788.10,1.027399,0.919417,0.811435
1776770100006_SELL,2026.04.21 11:15:00,1776770100006,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,180,-3.369054,-1.379485,-3.414104,OK,4775.94,4776.21,4786.95,-23.053053,4.97,6.21,HARD_SL,1776770375948,4782.31,-1.025794,-1.102704,-1.179613
1776774600018_SELL,2026.04.21 12:30:00,1776774600018,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,181,-4.163927,-1.379485,-6.963964,OK,4782.31,4782.47,4783.60,-2.697441,4.01,5.01,TIME_EXIT,1776775200040,4783.60,-0.257357,-0.352764,-0.448172
1776776400034_SELL,2026.04.21 13:00:00,1776776400034,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,182,-4.694550,-2.013669,-5.992468,OK,4783.72,4783.89,4785.52,-3.762762,3.91,4.88,TIME_EXIT,1776777000114,4785.52,-0.368488,-0.466419,-0.564349
1776780900019_SELL,2026.04.21 14:15:00,1776780900019,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,183,-3.443844,-2.013669,-6.486077,OK,4781.77,4781.94,4781.79,-0.041826,3.60,4.50,TIME_EXIT,1776781500027,4781.79,-0.004444,-0.110706,-0.216968
1776785400004_SELL,2026.04.21 15:30:00,1776785400004,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,184,-2.850849,-1.379485,-4.008107,OK,4780.77,4781.16,4780.80,-0.062751,4.90,6.13,HARD_SL,1776785652596,4787.01,-1.018330,-1.096349,-1.174369
1776791700086_SELL,2026.04.21 17:15:00,1776791700086,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,185,-2.725832,-0.969863,-5.923567,OK,4778.42,4778.54,4772.84,11.677500,8.28,10.35,TIME_EXIT,1776792300092,4772.84,0.539037,0.492877,0.446717
1776811200021_SELL,2026.04.21 22:40:00,1776811200021,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,186,-0.917009,-0.353880,1.022544,OK,4701.19,4701.36,4682.17,40.457842,6.48,8.10,TIME_EXIT,1776811800023,4682.17,2.348925,2.290866,2.232808
1776877800023_SELL,2026.04.22 17:10:00,1776877800023,SELL,REJECT,MEDIAN20_NOT_POSITIVE,187,1.179096,-0.052288,9.653601,OK,4746.13,4746.30,4747.02,-1.875212,7.65,9.56,TIME_EXIT,1776878400090,4747.02,-0.093124,-0.142785,-0.192445
1776893400039_SELL,2026.04.22 21:30:00,1776893400039,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,188,0.724575,-0.353880,10.031111,OK,4730.24,4730.41,4738.07,-16.553071,3.11,3.89,HARD_SL,1776893535319,4734.20,-1.018182,-1.139804,-1.261426
1776907200045_SELL,2026.04.23 01:20:00,1776907200045,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,189,-0.070828,-0.678734,6.728861,OK,4736.26,4736.51,4733.11,6.650817,3.57,4.46,TIME_EXIT,1776907800060,4733.11,0.706024,0.599868,0.493712
1776919200001_SELL,2026.04.23 04:40:00,1776919200001,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,190,0.776299,-0.052288,8.071575,OK,4732.67,4732.88,4734.25,-3.338496,6.30,7.88,TIME_EXIT,1776919800076,4734.25,-0.200544,-0.260614,-0.320684
1776933600214_SELL,2026.04.23 08:40:00,1776933600214,SELL,REJECT,MEAN20_NOT_ABOVE_1BPS,191,0.387245,-0.678734,5.068376,OK,4702.96,4703.13,4710.78,-16.627826,4.05,5.06,HARD_SL,1776933981690,4708.06,-1.007230,-1.100111,-1.192993
