position_id,symbol,timeframe,magic,side,entry_deal_id,exit_deal_id,entry_order_id,exit_order_id,entry_time,exit_time,holding_seconds,holding_hours,entry_volume,exit_volume,entry_price,exit_price,initial_sl,initial_tp,gross_pnl,commission,swap,fee,net_pnl,mt5_exit_reason,strategy_exit_reason,balance_after,diagnostics_status,ticks_scanned,best_price,worst_price,mfe_points,mae_points,mfe_money,mae_money,mfe_r,mae_r
152,XAUUSD,PERIOD_H1,26090401,SELL,152,153,152,153,2025.10.21 17:00:00,2025.10.21 17:05:20,320,0.0889,0.0900,0.0900,4173.86,4179.56,4178.86,4153.86,-51.30,0.00,0.00,0.00,-51.30,DEAL_REASON_SL,STOP_LOSS,9856.51,OK,575,4165.61,4179.56,825.0,570.0,74.25,51.30,1.6500,1.1400
154,XAUUSD,PERIOD_H1,26090401,BUY,154,155,154,155,2025.10.30 21:00:00,2025.10.31 00:00:18,10818,3.0050,0.0900,0.0900,4016.43,4011.15,4011.43,4036.43,-47.52,0.00,0.00,0.00,-47.52,DEAL_REASON_SL,STOP_LOSS,9808.99,OK,8953,4027.32,4011.15,1089.0,528.0,98.01,47.52,2.1780,1.0560
156,XAUUSD,PERIOD_H1,26090401,SELL,156,157,156,157,2025.11.04 05:00:00,2025.11.04 05:28:16,1696,0.4711,0.0900,0.0900,3987.02,3992.14,3992.02,3967.02,-46.08,0.00,0.00,0.00,-46.08,DEAL_REASON_SL,STOP_LOSS,9762.91,OK,2125,3981.84,3992.14,518.0,512.0,46.62,46.08,1.0360,1.0240
158,XAUUSD,PERIOD_H1,26090401,BUY,158,159,158,159,2025.11.06 07:00:00,2025.11.06 08:46:08,6368,1.7689,0.0900,0.0900,3988.72,3983.61,3983.72,4008.72,-45.99,0.00,0.00,0.00,-45.99,DEAL_REASON_SL,STOP_LOSS,9716.92,OK,7172,3991.08,3983.61,236.0,511.0,21.24,45.99,0.4720,1.0220
160,XAUUSD,PERIOD_H1,26090401,SELL,160,161,160,161,2025.11.14 16:00:00,2025.11.14 16:22:46,1366,0.3794,0.0900,0.0900,4055.23,4060.31,4060.23,4035.23,-45.72,0.00,0.00,0.00,-45.72,DEAL_REASON_SL,STOP_LOSS,9671.20,OK,2110,4037.89,4060.31,1734.0,508.0,156.06,45.72,3.4680,1.0160
162,XAUUSD,PERIOD_H1,26090401,BUY,162,163,162,163,2025.11.19 12:00:00,2025.11.19 12:58:28,3508,0.9744,0.0900,0.0900,4113.65,4108.43,4108.65,4133.65,-46.98,0.00,0.00,0.00,-46.98,DEAL_REASON_SL,STOP_LOSS,9624.22,OK,4711,4119.09,4108.43,544.0,522.0,48.96,46.98,1.0880,1.0440
164,XAUUSD,PERIOD_H1,26090401,SELL,164,165,164,165,2025.11.20 10:00:00,2025.11.20 10:23:09,1389,0.3858,0.0900,0.0900,4059.34,4038.91,4064.34,4039.34,183.87,0.00,0.00,0.00,183.87,DEAL_REASON_TP,TAKE_PROFIT,9808.09,OK,2098,4038.91,4063.29,2043.0,395.0,183.87,35.55,4.0860,0.7900
166,XAUUSD,PERIOD_H1,26090401,BUY,166,167,166,167,2025.11.24 17:00:00,2025.11.24 20:37:44,13064,3.6289,0.0900,0.0900,4081.43,4102.11,4076.43,4101.43,186.12,0.00,0.00,0.00,186.12,DEAL_REASON_TP,TAKE_PROFIT,9994.21,OK,19435,4102.11,4081.26,2068.0,17.0,186.12,1.53,4.1360,0.0340
168,XAUUSD,PERIOD_H1,26090401,SELL,168,169,168,169,2025.12.02 19:00:00,2025.12.02 19:00:26,26,0.0072,0.0900,0.0900,4184.64,4189.68,4189.64,4164.64,-45.36,0.00,0.00,0.00,-45.36,DEAL_REASON_SL,STOP_LOSS,9948.85,OK,44,4184.64,4189.68,0.0,504.0,0.00,45.36,0.0000,1.0080
170,XAUUSD,PERIOD_H1,26090401,BUY,170,171,170,171,2025.12.03 06:00:00,2025.12.03 07:31:15,5475,1.5208,0.0900,0.0900,4221.37,4215.96,4216.37,4241.37,-48.69,0.00,0.00,0.00,-48.69,DEAL_REASON_SL,STOP_LOSS,9900.16,OK,5743,4225.35,4215.96,398.0,541.0,35.82,48.69,0.7960,1.0820
172,XAUUSD,PERIOD_H1,26090401,SELL,172,173,172,173,2025.12.03 12:00:00,2025.12.03 13:31:28,5488,1.5244,0.0900,0.0900,4202.03,4207.43,4207.03,4182.03,-48.60,0.00,0.00,0.00,-48.60,DEAL_REASON_SL,STOP_LOSS,9851.56,OK,6998,4194.78,4207.43,725.0,540.0,65.25,48.60,1.4500,1.0800
174,XAUUSD,PERIOD_H1,26090401,BUY,174,175,174,175,2025.12.03 16:00:00,2025.12.03 16:05:20,320,0.0889,0.0900,0.0900,4237.23,4231.74,4232.23,4257.23,-49.41,0.00,0.00,0.00,-49.41,DEAL_REASON_SL,STOP_LOSS,9802.15,OK,538,4240.51,4231.74,328.0,549.0,29.52,49.41,0.6560,1.0980
176,XAUUSD,PERIOD_H1,26090401,SELL,176,177,176,177,2025.12.03 21:00:00,2025.12.03 21:02:00,120,0.0333,0.0900,0.0900,4197.02,4202.18,4202.02,4177.02,-46.44,0.00,0.00,0.00,-46.44,DEAL_REASON_SL,STOP_LOSS,9755.71,OK,181,4197.02,4202.18,0.0,516.0,0.00,46.44,0.0000,1.0320
178,XAUUSD,PERIOD_H1,26090401,BUY,178,179,178,179,2025.12.05 07:00:00,2025.12.05 15:37:45,31065,8.6292,0.0900,0.0900,4217.01,4237.98,4212.01,4237.01,188.73,0.00,0.00,0.00,188.73,DEAL_REASON_TP,TAKE_PROFIT,9944.44,OK,41125,4237.98,4214.23,2097.0,278.0,188.73,25.02,4.1940,0.5560
180,XAUUSD,PERIOD_H1,26090401,SELL,180,181,180,181,2025.12.08 13:00:00,2025.12.08 13:28:30,1710,0.4750,0.0900,0.0900,4203.35,4208.35,4208.35,4183.35,-45.00,0.00,0.00,0.00,-45.00,DEAL_REASON_SL,STOP_LOSS,9899.44,OK,2312,4199.76,4208.35,359.0,500.0,32.31,45.00,0.7180,1.0000
182,XAUUSD,PERIOD_H1,26090401,BUY,182,183,182,183,2025.12.09 22:00:00,2025.12.10 02:21:06,15666,4.3517,0.0900,0.0900,4212.41,4207.21,4207.41,4232.41,-46.80,0.00,0.00,0.00,-46.80,DEAL_REASON_SL,STOP_LOSS,9852.64,OK,13349,4216.07,4207.09,366.0,532.0,32.94,47.88,0.7320,1.0640
184,XAUUSD,PERIOD_H1,26090401,SELL,184,185,184,185,2025.12.10 14:00:00,2025.12.10 15:44:51,6291,1.7475,0.0900,0.0900,4197.45,4202.45,4202.45,4177.45,-45.00,0.00,0.00,0.00,-45.00,DEAL_REASON_SL,STOP_LOSS,9807.64,OK,77092,4193.17,4202.45,428.0,500.0,38.52,45.00,0.8560,1.0000
186,XAUUSD,PERIOD_H1,26090401,SELL,186,187,186,187,2025.12.16 13:00:00,2025.12.16 14:06:58,4018,1.1161,0.0900,0.0900,4277.21,4282.22,4282.21,4257.21,-45.09,0.00,0.00,0.00,-45.09,DEAL_REASON_SL,STOP_LOSS,9762.55,OK,23584,4273.96,4282.22,325.0,501.0,29.25,45.09,0.6500,1.0020
188,XAUUSD,PERIOD_H1,26090401,BUY,188,189,188,189,2025.12.16 17:00:00,2025.12.16 17:18:06,1086,0.3017,0.0900,0.0900,4324.61,4319.50,4319.61,4344.61,-45.99,0.00,0.00,0.00,-45.99,DEAL_REASON_SL,STOP_LOSS,9716.56,OK,20270,4335.08,4319.50,1047.0,511.0,94.23,45.99,2.0940,1.0220
190,XAUUSD,PERIOD_H1,26090401,SELL,190,191,190,191,2025.12.29 14:00:00,2025.12.29 14:06:12,372,0.1033,0.0900,0.0900,4446.87,4451.89,4451.87,4426.87,-45.18,0.00,0.00,0.00,-45.18,DEAL_REASON_SL,STOP_LOSS,9671.38,OK,5124,4445.91,4451.89,96.0,502.0,8.64,45.18,0.1920,1.0040
