partition,cap,extra_cost_bps,avg_tickets,max_tickets,total_n,total_mean,total_median,total_trim10,total_exbest1,total_extop3,total_extop5,total_worst1,total_worst3_sum,total_pf,total_positive,total_negative,inc_n,inc_mean,inc_median,inc_trim10,inc_exbest1,inc_extop3,inc_extop5,inc_worst1,inc_worst3_sum,inc_pf,inc_positive,inc_negative
JAN_JUN,10,2.5,2.4893617021276597,6,94,0.19709866218085118,-0.43659883000000005,-0.35887174598684213,-0.2484030165591398,-0.32671357043956045,-0.3843662779775281,-1.86046988,-5.016659955,1.3674074919374446,0.3191489361702128,0.6808510638297872,94,0.04319762329787244,-0.23890844500000008,-0.2866331497368421,-0.27872183876344087,-0.31740195604395605,-0.3415985446629214,-1.7247786550000002,-4.65583153,1.122763834924946,0.1276595744680851,0.6914893617021277
JAN_JUN,10,3,2.4893617021276597,6,94,0.12750027372340436,-0.5323964800000001,-0.4232504260526316,-0.3170998109677419,-0.3962832531868132,-0.4514799838202247,-2.0274145,-5.39409532,1.2186868089821983,0.2765957446808511,0.723404255319149,94,0.0019950726595745418,-0.27030152499999993,-0.3176798265789474,-0.31899474397849464,-0.35619820043956046,-0.3803156143820225,-1.80126229,-4.93994864,1.0051825672811283,0.1276595744680851,0.6914893617021277
JUL_AUG,1,0,1.0,1,25,0.07194623239999999,0.24670391,0.0733293976190476,0.023382464166666648,-0.0642794531818182,-0.1480872095,-1.0200489,-3.04827037,1.3010528962348291,0.64,0.36,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,0.5,1.0,1,25,0.03267632359999999,0.18721188500000002,0.03462853380952379,-0.015718279583333338,-0.10305077250000001,-0.18573234425000001,-1.059722125,-3.17175971,1.1296075599453679,0.6,0.4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,1,1.0,1,25,-0.006593585200000007,0.11676506,-0.0040723300000000025,-0.054819023333333335,-0.1418220918181818,-0.2249106275,-1.10147071,-3.29524905,0.9751777293027304,0.56,0.44,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,1.5,1.0,1,25,-0.045863494000000005,0.046318234999999985,-0.0427731938095238,-0.09391976708333334,-0.18128892272727273,-0.264730516,-1.1446373850000002,-3.41873839,0.8374017085515242,0.52,0.48,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,2,1.0,1,25,-0.0851334028,-0.024128590000000005,-0.08147405761904761,-0.13302051083333333,-0.22109121727272726,-0.3045504045,-1.1878040600000002,-3.54222773,0.715738885111766,0.48,0.52,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,2.5,1.0,1,25,-0.1244033116,-0.07887418,-0.12017492142857142,-0.1721212545833333,-0.2608935118181818,-0.344370293,-1.230970735,-3.66571707,0.6097356074047332,0.48,0.52,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,1,3,1.0,1,25,-0.16367322039999999,-0.10536796999999999,-0.1588757852380952,-0.21122199833333333,-0.30069580636363635,-0.3841901815,-1.2741374100000002,-3.7892064100000002,0.5158218032530003,0.48,0.52,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
JUL_AUG,3,0,1.92,3,25,-0.06301936560000002,-0.14248487,-0.15076817142857143,-0.15387461125000002,-0.27349782181818183,-0.3665834625,-1.0200489,-3.04827037,0.8193038171754985,0.44,0.56,25,-0.134965598,-0.10324484,-0.14332664952380952,-0.17725707541666666,-0.21855122545454544,-0.242161467,-1.05882353,-2.29023586,0.30332847917542555,0.16,0.6
