view,arm,partition,metric,n,mean,median,positive_rate,negative_rate,trim10,exbest1,extop3,extop5,worst1,stddev,event_days,ci95_low,ci95_high,ci98333_low,ci98333_high
EQUAL_HOLD,DELAY_3,JUL_AUG,gross_executable_bps,88,0.7928919407827727,0.7505522645334989,0.6136363636363636,0.38636363636363635,0.9958357403784583,0.5368181878611837,0.11385782903581168,-0.251088922934217,-21.745903533034,8.934235979148038,31,-1.1223618740960752,2.5190445084906363,-1.5600384475291413,2.867293563063895
EQUAL_HOLD,DELAY_3,JUL_AUG,mae_bps,88,-1.0569521551246932,-0.7545600433555,0.375,0.6022727272727273,-0.9321798259038194,-1.241833723377494,-1.5057271962705765,-1.7261903870421325,-18.033603146083,5.364756625545221,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,mfe_bps,88,1.593366836455466,1.073545367843,0.5340909090909091,0.4318181818181818,1.2279971272160277,1.3563064910531266,0.9592471216156118,0.6949208181652772,-11.759367663175,5.745355686552906,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,mae_atr,88,-0.08007371873000001,-0.0651333728595,0.375,0.6022727272727273,-0.07196932567063889,-0.10174169304740228,-0.12396051700383527,-0.14371372471620483,-1.723951285521,0.52103051708144,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,mfe_atr,88,0.1532189188941477,0.08455434756449998,0.5340909090909091,0.4318181818181818,0.1296638154352639,0.1345054960959655,0.1072009684594941,0.08155555010331325,-1.1007087522660002,0.5270521012788227,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,stop_r,88,0.069600955318,0.034229803705499995,0.5568181818181818,0.4431818181818182,0.04456452063138889,0.04576873572925288,0.006938496760764707,-0.02889956017557831,-1.36518134715,0.6672860512059693,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,entry_improvement_price,88,0.32784090909088637,0.3149999999995,0.5227272727272727,0.45454545454545453,0.28499999999998615,0.24885057471262068,0.13717647058821175,0.04024096385539759,-5.75,2.2562441830350988,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,entry_improvement_points,88,32.78409090908924,31.499999999959996,0.5227272727272727,0.45454545454545453,28.49999999999871,24.88505747126237,13.717647058821743,4.0240963855395915,-575.0,225.62441830351227,,,,,
EQUAL_HOLD,DELAY_3,JUL_AUG,entry_improvement_bps,88,0.7962354117447387,0.74062205617,0.5227272727272727,0.45454545454545453,0.6909758185619722,0.5982424170390229,0.3354943941533882,0.10131647041661443,-12.406947890819,5.3878209824608945,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,gross_executable_bps,88,-0.1616987341453864,0.48248016821800066,0.5227272727272727,0.4772727272727273,0.1383463196552917,-0.49120383851233335,-1.0818439896538705,-1.549472953016651,-39.696018906173,11.303900141901494,31,-2.7027181206368707,2.171439932032693,-3.3604488989036962,2.6692396323360463
EQUAL_HOLD,DELAY_5,JUL_AUG,mae_bps,88,0.08560756524865905,0.6610424942855015,0.5340909090909091,0.4659090909090909,0.18207131141483332,-0.1942254093120345,-0.525500747706047,-0.8212022330263856,-22.880955540345997,7.34875639987649,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,mfe_bps,88,0.8214008570905,0.27110880421449984,0.5454545454545454,0.45454545454545453,0.6689324894292499,0.555623223327862,0.08875803527587049,-0.2609515386380122,-31.439903397767,7.8776983903426,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,mae_atr,88,0.021527269248022732,0.04456836526150004,0.5340909090909091,0.4659090909090909,0.02302200448712501,-0.001003855930931027,-0.034032076940694114,-0.06462042709503614,-2.17523364486,0.6696421733355874,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,mfe_atr,88,0.08839959359551135,0.029897238595999978,0.5454545454545454,0.45454545454545453,0.075333906146125,0.06734515539451723,0.0325707708647294,0.001793355841168663,-2.559075342466,0.6861168297355972,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,stop_r,88,-0.02205585564828411,0.0016819788090000065,0.5113636363636364,0.48863636363636365,-0.032277617967027786,-0.04394944344335634,-0.07946688469124707,-0.11051001700143376,-1.7835616438360002,0.7111200557029506,,,,,
EQUAL_HOLD,DELAY_5,JUL_AUG,entry_improvement_price,88,-0.07159090909092046,-0.5,0.45454545454545453,0.5454545454545454,-0.12791666666666665,-0.18563218390805747,-0.35964705882352943,-0.4944578313253012,-12.21,3.266415268192956,,,,,
